,Time,Sim1,Sim2,Sim3
13786,9 April 1969 (age 53),Ludovico Einaudi,Roberto Cacciapaglia,Maurizio Pollini
13787,1981 – present (41 years),David Benoit,Rippingtons,Peter White
13788,1979 (age 43),Saint-Preux,Paul Mauriat,Edvin Marton
13789,14 December 1965 (age 56),Mannarino,Daniele Silvestri,Fabrizio De André
13790,8 March 1949 (age 73),Lucio Dalla,Francesco De Gregori,Edoardo Bennato
13791,6 January 1937 (age 85),Enzo Jannacci,Fabrizio De André,Rino Gaetano
13792,31 January 1984 (age 38),Arisa,Noemi,Annalisa
13793,19 March 1955,Lucio Dalla,Lucio Battisti,Francesco De Gregori
13794,2000 – present (22 years),Cesare Cremonini,Francesco Renga,Tiromancino
13795,,Marina Rei,Sergio Cammariere,Eduardo De Crescenzo
13796,27 July 1939 (age 83),Gianni Morandi,Riccardo Cocciante,I Santo California
13797,,Write The Future,MUCH,Constant Craving
13798,17 March 1972,Heltah Skeltah,7L & Esoteric,Roc Marciano
13799,14 May 1979 (age 43),The Arcs,The Black Keys,Patrick Sweany
13800,1972 (age 50),Latyrx,The Gift Of Gab,Chali 2na
13801,1993 – present (29 years),Everlast,Stereo MC's,Lenny Kravitz
13802,,B is for Bloodbath,Dying Diva,Shemales From outta Space of Death
13803,,I Shot The Duck Hunt Dog,Motionless Battle,Sworn To Secrecy
13804,2008 – present (14 years),Vampires Everywhere!,Escape the Fate,Picture Me Broken
13805,,Before Their Eyes,Adept,blessthefall
13806,22 March 1990 (age 32),Sarah Blasko,Kate Miller-Heidke,Josh Pyke
13807,,Domain Of Decay,Blonk,Narziss
13808,,Massacre On The Dancefloor,She Was Nothing,I want to the Sky
13809,,Enter Ghost,Missing in Maryland,!SIMONSAID!
13810,,Of Machines,That's Outrageous!,Broadway
13811,20 November 1961 (age 61),Kevin Kern,Philip Aaberg,George Winston
13812,2000 – present (22 years),Hilltop Hoods,Thundamentals,Drapht
13813,2001 – present (21 years),Do Amor,Tatá Aeroplano,Ecos Falsos
13814,7 September 1966 (age 56),Thee Headcoatees,The Detroit Cobras,Thee Headcoats
13815,"Brasília, Distrito Federal, Brazil",Jumbo Elektro,Ecos Falsos,Sapatos Bicolores
13816,,Rockz,Superguidis,Charme Chulo
13817,1991 – present (31 years),Jesse Dangerously,Beefy,Benjamin Bear
13818,"Austin, Travis County, Texas, United States",Tom Banjo,The Casting Couch,Vetran
13819,1996 – 2004 (8 years),Seafood,Kinesis,Crackout
13820,1998 – 2007 (9 years),Dan Black,Carolina Liar,Orson
13821,,Better Than Ezra,Toadies,Seven Mary Three
13822,,Josh Joplin,G Tom Mac,Michael Tolcher
13823,"Los Angeles, Los Angeles County, California, United States",The Brokedown,The Muckrakers,Steve Baskin
13824,,,,
13825,,Bearskin,Milk at Midnight,The Contes
13826,,Leah Andreone,Patti Rothberg,Bree Sharp
13827,8 May 1972 (age 50),Lorne Balfe,Henry Jackman,Alan Silvestri
13828,,,,
13829,11 May 1965 (age 57),The Twilight Singers,Afghan Whigs,The Gutter Twins
13830,1994 – present (28 years),Better Than Ezra,Sponge,Everclear
13831,,Kalai,Pierre Minetti,Afro Fiesta
13832,,"Ricky Gervais, Stephen Merchant and Karl Pilkington",Ricky Gervais,"Ricky Gervais, Steven Merchant and Karl Pilkington"
13833,25 June 1961 (age 61),"Ricky Gervais, Stephen Merchant and Karl Pilkington","Ricky Gervais, Steve Merchant & Karl Pilkington",Guardian Unlimited
13834,,Pólo,Duofônica,Turin Brakes
13835,,Cloetta Paris,Heartbreak,CocknBullKid
13836,20 April 1982 (age 40),Larrikin Love,Jeremy Warmsley,Les Incompétents
13837,1941 (age 81),Otis Taylor,Left Lane Cruiser,Little Walter
13838,4 April 1984 (age 38),Misha B,Only Girl,Alan Pownall
13839,,John Lindberg Trio,Black Raven,Hellbilly Boys
13840,1967 (age 55),The Barnshakers,Kim Lenz And The Jaguars,Hi-Voltage
13841,9 May 2018 (aged None),Jerry Lee Lewis,Gene Vincent,Eddie Cochran
13842,3 August 1961 (age 61),Matchbox,Stray Cats,Brian Setzer
13843,,Gene Vincent & His Blue Caps,Warren Smith,Billy Lee Riley
13844,13 February 1919,Johnny Horton,Marty Robbins,Jimmy Dean
13845,1992 – present (30 years),Whistle Bait,Hi-Fly Rangers,Johnny & the roccos
13846,2000 – present (22 years),JD McPherson,Wanda Jackson,Brian Setzer
13847,,ruby ann & the boppin' boozers,Marc & the Wild Ones,Carolina & Her Rhythm Rockets
13848,,Ruby Ann,Marti Brom,Darrel Higham
13849,1993 – present (29 years),Polecats,13 Cats,Long Tall Texans
13850,,Cathouse Thumpers,Blue Suede Bombers,Straight 8s
13851,24 October 1934 (age 88),Eddie Bond,Jack Earls,Joe Clay
13852,,Si Cranstoun,The Cruisers,Lil' Esther & Her Tinstars
13853,,Glen Glenn,Marti Brom,Deke Dickerson
13854,30 October 1934,Warren Smith,Billy Lee Riley,Dion DiMucci
13855,5 October 1933,Warren Smith,Jack Scott,Carl Perkins
13856,,Flatfoot Shakers,Flatbroke Trio,The Slapbacks
13857,,Dick Brave & The Backbeats,Boppin' B,Rockabilly Mafia
13858,1999 – present (23 years),Los Raw Meat,Amber Foxx,Kieron McDonald
13859,,Jeff Blackmon,Bearing Streight,Fiddlin' Ronnie Stewart
13860,1996 – present (26 years),Kim Lenz,Josie Kreuzer,Darrel Higham
13861,,Anabel & The Rock-a-Bells,Kim Lenz And The Jaguars,Amber Foxx
13862,2004 – present (18 years),Blackjack Billy,The Road Hammers,The Baseballs
13863,,Ray Collins' Hot-Club,Si Cranstoun,nick curran & the lowlifes
13864,19 May 1962 (age 60),The Polecats,Jack Rabbit Slim,Polecats
13865,,Bert Convy,Bobby Please,Jim Burgett
13866,14 May 1934 (age 88),Billy Lee Riley,Ray Smith,Jack Scott
13867,,The Tornado Roosters,WYLDFYRE,Tom Toxic & die Holstein Rockets
13868,5 July 1938,Johnny Carroll,Joe Clay,The Collins Kids
13869,,Wave in Head,Virtual Server,The Dignity of Labour
13870,23 October 1956 (age 66),George Jones,Mark Chesnutt,Clint Black
13871,2002 – present (20 years),Wave in Head,Equatronic,Rename
13872,1981 – present (41 years),The Cassandra Complex,Love Is Colder Than Death,Die Form
13873,,Smith Point,9 Ball,No Second Troy
13874,2003 – present (19 years),Greg Laswell,Aqualung,Starsailor
13875,30 January 1965 (age 57),Dado Villa-Lobos,Aborto Elétrico,Dinho Ouro Preto
13876,3 March 1969 (age 53),Patricia Marx,Zizi Possi,Angélica
13877,1997 – present (25 years),Girls Aloud,S Club 7,Louise
13878,2000 – present (22 years),BR'OZ,Felipe Dylon,Kelly Key
13879,15 June 1946,Ricchi e poveri,Pupo,Smokie
13880,,Marie Plassard,kalika,Poupie
13881,,Mýa,Becky G,Karina
13882,,Amit Paul,Sara Love,Sara Lumholdt
13883,,Rue du Soleil,A Man Called Adam,Afterlife
13884,1997 – 2002 (5 years),Catatonia,Starsailor,Travis
13885,,Indian Vibes,Block 16,Farid
13886,1980 (age 42),Unni Wilhelmsen,Øystein Dolmen,Marte Wulff
13887,2000 – present (22 years),The Ark,Kent,Gyllene Tider
13888,,Disgorge,Deeds of Flesh,Pathology
13889,,G-DRAGON,GD&TOP,태양
13890,1992 – 2000 (8 years),Republica,Deep Blue Something,EMF
13891,19 March 1986 (age 36),iamamiwhoami,Highasakite,Jenny Hval
13892,1993 – 2001 (8 years),Nakatomi,Technohead,DJ Paul Elstak
13893,1954 (age 68),Eugenia León,Adriana Varela,Liliana Herrero
13894,,Big Metra,Mariana Seoane,Pambo
13895,1993 – 2011 (18 years),Shed Seven,Dodgy,Longpigs
13896,,Elaine Paige,Andrew Rannells,Andrew Lloyd Webber
13897,28 September 1962 (age 60),Gilberto Santa Rosa,Rey Ruiz,Eddie Santiago
13898,22 June 1949 (age 73),"Amanda Seyfried, Ashley Lilley & Rachel McDowall",Pierce Brosnan & Meryl Streep,Dominic Cooper & Amanda Seyfried
13899,27 October 1982 (age 40),Mercurio,Sasha Sokol,Mariana Seoane
13900,,Electronic Boutique,Christmas Queens,Ivy Winters
13901,8 September 1971 (age 51),Eddie Dee,Don Omar,Tego Calderon
13902,3 December 1985 (age 37),"Meryl Streep, Julie Walters & Christine Baranski",Pierce Brosnan & Meryl Streep,Dominic Cooper & Amanda Seyfried
13903,9 November 1988 (age 34),Rigoberta Bandini,Delaporte,Amaia
13904,,Edurne,Jasmine Thompson,Chenoa
13905,2006 – present (16 years),Supersubmarina,Izal,Lori Meyers
13906,,Manolo Tarancón,Rebeca Jiménez,Georgina
13907,,Janelle Lauer,Elfa's Singer,Carmen Mcrae & George Shearing
13908,,Nudozurdo,Triángulo de Amor Bizarro,Viva Belgrado
13909,,Rosario,Merche,Marta Sánchez
13910,,Tikos Groove feat. Gosha,Twitter: @BiruelBlogSU,Bob ft. H. Williams
13911,,Charlie Brown Jr. & Raimundos,Under Line,
13912,,David Guetta; Lil Wayne; Madonna,David Guetta; Estelle; Kardinal Offishall,Afrojack; David Guetta; Niles Mason
13913,,Shakedown,Fedde Le Grand,Swing Republic
13914,,www.baixarsertanejo.com,( www.sertanejodiario.com ),Twitter: @BiruelBlogSU
13915,,,,
13916,13 March 1985 (age 37),Yolanda Be Cool,Whizzkids feat. Inusa Dawuda,Riikka
13917,,,,
13918,26 February 1969 (age 53),Sean Finn,Mike Candys,2-4 Grooves
13919,,Henrique e Diego,Marcos e Belutti,Tikos Groove feat. Gosha
13920,1 December 2004 (age 18),All Angels Gone,From The Sky,Jatun
13921,,Claudia Dorei,1LUM3,Native Korean Rock
13922,,Anna Luisa,Chicas,Bruna Caram
13923,15 July 1966 (age 56),Jean Frye Sidwell,Jheena Lodwick,Dina Blade
13924,1986 (age 36),Foxwarren,Christian Lee Hutson,Whitney
13925,,Gabriela Spelta,Formidável Família Musical,Endorama
13926,,Celina Borges,Vida Reluz,Ministério Adoração e Vida
13927,,Nani Azevedo,Jammil & Uma Noites,Prisma Brasil
13928,1993 – present (29 years),Banda Magníficos,Calcinha Preta,Forrozão Tropykalia
13929,23 July 1949 (age 73),14 Bis,Beto Guedes,Guilherme Arantes
13930,1999 – 2015 (16 years),Companhia do Calypso,Banda Da Loirinha,Priscila Senna
13931,1985 – present (37 years),Ministério Adoração e Vida,Walmir Alencar,Eliana Ribeiro
13932,1991 – present (31 years),Leandro & Leonardo,Chitãozinho & Xororó,João Paulo & Daniel
13933,,Banda Magníficos,Limão Com Mel,Cavaleiros do Forró
13934,20 May 1967 (age 55),Comunidade Católica Shalom,Vida Reluz,Padre Zezinho
13935,,Zé Henrique & Gabriel,Hugo Pena e Gabriel,Hugo Pena & Gabriel
13936,22 January 1979 (age 43),Pedro Mariano,Ana Carolina,Jorge Vercillo
13937,,Ministério Adoração e Vida,Vida Reluz,Walmir Alencar
13938,6 April 1982 (age 40),Tânia Mara,Deborah Blando,Rouge
13939,6 July 1946 (age 76),Vinícius de Moraes,Miúcha,Chico Buarque
13940,"Las Palmas de Gran Canaria, Gran Canaria, Las Palmas, Canarias, Spain",Panda Bear,Animal Collective,Battles
13941,2002 – 2008 (6 years),Life In Your Way,Saints Never Surrender,Continuance
13942,,Sever Your Ties,Here I Come Falling,This is the Hospital
13943,,Dear Whoever,Nevea Tears,Penknifelovelife
13944,,James Steele,Black Sabbath Tour Manager,Deep Purple & Ronnie James Dio
13945,1992 – present (30 years),Tihuana,Raimundos,Pedra Letícia
13946,,Maciel Melo,Alcymar Monteiro,Jorge de Altinho
13947,,Opacus,Skore,Diário de Dahlia
13948,,Don't Look Down,Stars Hide Fire,The Track Record
13949,1988 – present (34 years),Resgate,Metal Nobre,KatsBarnea
13950,,Ministério Trazendo a Arca,Filhos do Homem,Adoração & Adoradores
13951,2002 – present (20 years),News,KAT-TUN,KinKi Kids
13952,14 May 1983 (age 39),,,
13953,29 March 1982 (age 40),今井翼,錦戸亮,堂本光一
13954,30 July 1979 (age 43),飛輪海,唐禹哲,黃鴻升
13955,17 October 1981 (age 41),滝沢秀明,堂本光一,Ya-Ya-Yah
13956,2009 – present (13 years),The Moog,Brick+Mortar,Pete and the Pirates
13957,,Liber,Doniu,Pezet & Małolat
13958,1992 – present (30 years),Flo Rida,Taio Cruz,Timbaland
13959,14 January 1979 (age 43),Freedom Fry,Champs,David O'Dowda
13960,1999 – present (23 years),Katy Hudson,Lolene,Sol Romero Campbell
13961,25 October 1984 (age 38),The Matrix,Krystal Meyers,Stefani Germanotta Band
13962,,,,
13963,,Agnela,"Antonio ""LA"" Reid, Babyface & Whitney Houston",www.djrobsonmichel.com
13964,2003 – 2005 (2 years),New End Original,JamisonParker,This Day & Age
13965,,Beastie Boys vs. Alphabeat,Mattheo pres. Nucledo,Bueno Clinic feat. Mike W.
13966,,www.baixarsertanejo.com,Twitter: @RafaelBlogSU,WWW.BLOGSU.NET
13967,,ÒÁ·²ÈûË¹evanescence,Ó¢îäèºðç2,Tamas Wells
13968,,Gwen Steffani vs. Gorillaz,DOSVEC,Carlos B Side
13969,,Jason Born,Pandora BX,Jens O. vs. Ti-Mo
13970,,The Matrix feat. Katy Perry,Katy Hudson,
13971,2001 – 2007 (6 years),The Early November,Halifax,Armor for Sleep
13972,1994 – present (28 years),Michael Franti,The Dirty Heads,Ziggy Marley
13973,,Holy Ghost Tent Revival,The Two Man Gentlemen Band,"Emmylou Harris, Alison Krauss & Gillian Welch"
13974,2 September 1946,Jean Knight,The Staple Singers,Bill Withers
13975,2005 – 2009 (4 years),Bono Must Die,Glamour for Better,Bolt Action Five
13976,1981 – 1987 (6 years),Scenes And Sirens,The Secret Handshake,Powerspace
13977,2001 – present (21 years),A Day Away,Too Sorry For Apologies,The Sophomore Attempt
13978,,Gtuk,Chaos Con Queso,As the world fades
13979,,Steve Erdody & Jonathan Rhys Meyers,August Rush (Motion Picture Soundtrack),Across the Universe
13980,,Mackenzie Phillips,Mackenzie Phillips & Alexz Johnson,Camp
13981,,Lukas Kasha,Myth Takes,Cloudride
13982,20 December 1987 (age 34),Hope Partlow,The Valli Girls,I Nine
13983,,Agnela,Replace,K-Sis
13984,,Lipstick,LunaBlu,Megh Stock
13985,2019 – present (3 years),black room,Blackroom,Erik Faber
13986,10 March 1976 (age 46),Anna Ternheim,Sophie Zelmani,Kari Bremnes
13987,,Lorraine,Subshine,The KBC
13988,24 April 1966 (age 56),Moist,Reamonn,Stabilo
13989,13 May 1986 (age 36),,,
13990,2003 – present (19 years),Jim Stärk,Thom Hell,Heroes & Zeros
13991,2009 – present (13 years),Everybody Else,Farrah,Owsley
13992,27 October 1975 (age 47),Imogen Heap,Frou Frou,Natalie Walker
13993,2000 – present (22 years),Matinee Club,Swarf,Schmoof
13994,,Diamonds for Eyes,Spleen United,Ghost Society
13995,1983 – 1988 (5 years),Machinations,Uncanny X-Men,Wa Wa Nee
13996,2001 – 2012 (11 years),The Beautiful People,Monomen,The Lionheart Brothers
13997,2001 – present (21 years),Bruno & Marrone,Chitãozinho & Xororó,João Neto & Frederico
13998,,Tony Thompson,A Few Good Men,Whitehead Brothers
13999,26 October 1985 (age 37),Sibylle Baier,The Dø,Marika Hackman
14000,,David Arthur Brown,The Guggenheim Grotto,Oren Lavie
14001,20 May 1966 (age 56),Levent Yüksel,Kenan Doğulu,Badem
14002,26 December 1980 (age 41),Melis Danişmend,Birsen Tezer,Jehan Barbur
14003,2017 – present (5 years),Moriarty,Rosemary Standley,Piers Faccini
14004,1 March 1950 (age 72),Birsen Tezer,Zuhal Olcay,Bülent Ortaçgil & Teoman
14005,5 April 1979 (age 43),Emre Altuğ,Kayahan,Funda Arar
14006,14 November 1965 (age 57),Tindersticks,Spain,Micah P. Hinson
14007,2008 – present (14 years),Eldissa,Natalia Clavier,Trinah
14008,1976 – 2005 (29 years),Johnny Thunders & The Heartbreakers,The Adverts,Richard Hell and the Voidoids
14009,30 July 1963 (age 59),Phoebe Buffay,Loreta,Meghan Tonjes
14010,,Busted,The Lonely Island,Rizzle Kicks
14011,,Glass n' Glue,Sabonetes,Manacá
14012,15 October 1974 (age 48),Louis Garrel,Barbara Carlotti,Benjamin Biolay
14013,,Bitch House,I††,Synthesis Machine
14014,3 October 1982 (age 40),Small Black,Neon Indian,Toro y Moi
14015,2001 – present (21 years),Sambassadeur,The Essex Green,The Concretes
14016,1982 (age 40),Goto80,Trash80,Dubmood
14017,22 August 1928,Iannis Xenakis,John Cage,Tod Dockstader
14018,1969 (age 53),Bruce Haack,Snakefinger,The Soft Pink Truth
14019,,N.O.I.A.,Casino Music,Diana Est
14020,5 February 1929,Bernard Parmegiani,Iannis Xenakis,Pierre Schaeffer
14021,21 November 1975 (age 47),Kings of Convenience,The Whitest Boy Alive,Kakkmaddafakka
14022,,Bruce Haack,Joe Meek,Jean-Jacques Perrey
14023,,Martin Landsky,Break 3000,Volga Select
14024,,Stephin Merritt,The 6ths,The Magnetic Fields
14025,,▼□■□■□■,✝ DE△D VIRGIN ✝,Gr†LLGR†LL
14026,14 May 1952 (age 70),Talking Heads,David Byrne & St. Vincent,Elvis Costello & The Attractions
14027,19 June 1967 (age 55),Brazzaville,Fool's Garden,Karen Elson
14028,1997 – present (25 years),Torul,De/Vision,Mesh
14029,,Bitch House,I††,Synthesis Machine
14030,,X-Legged Sally,Trevor Dunn's Trio-Convulsant,Orange Tulip Conspiracy
14031,1991 (age 31),Holy Other,oOoOO,Salem
14032,2001 – present (21 years),ComputeHer,Covox,Nullsleep
14033,1997 – 2007 (10 years),The Pierces,Jem,Chinawoman
14034,14 February 1936,Майя Кристалинская,Марк Бернес,Николай Рыбников
14035,1998 – present (24 years),Вася Васин,Кирпичи,Небо Здесь
14036,1996 – present (26 years),Doctor Flake,Tricky,Jon Kennedy
14037,,Capoeira - ABADA - Ariranha,Berimbau De Ouro,Bad Boys Batucada
14038,2004 – present (18 years),RasKar,SunSay,Элизиум
14039,,Mestre Suassana e Mestre Acordeon,Mestre Barrão,Capoeira
14040,1994 – present (28 years),(həd) p.e.,Bloodsimple,40 Below Summer
14041,,The Dartz,Йовин,Немного Нервно
14042,3 September 1976 (age 46),Мельница,Немного Нервно,Начало Века
14043,1 January 1943 (age 79),Carlos Puebla,Mercedes Sosa,17 Hippies
14044,,M.Frei,vozvraschenije Ugurbado,belie kamni Harumbi
14045,,Who Am I? (Animatrix Edit),Ren 2,Supermoves (Animatrix Remix)
14046,,Konami,伊藤賢治,Zuntata
14047,,Audio Adrenaline,Jars of Clay,DC Talk
14048,2001 – present (21 years),Fruto Sagrado,Metal Nobre,Resgate
14049,,Face Hate,Hopeless,Driven Fear
14050,14 July 1983 (age 39),陶喆,林宥嘉,周杰倫
14051,,Onix8,Aster Sete,Militantes
14052,18 May 1988 (age 34),Bigbang,G-DRAGON,GD&TOP
14053,,Kool Keith,Dr. Dooom,MLEHST
14054,23 June 1981 (age 41),Duncan James,Lee Ryan,C21
14055,7 April 1978 (age 44),Lee Ryan,Antony Costa,D-Side
14056,20 September 1972 (age 50),Oficina G3,DUNAMIS MUSIC,Fernandinho
14057,1999 – present (23 years),Simon Le Bon,TV Mania,The Dolphin Brothers
14058,,Show Me the Skyline,HeyHiHello!,Stephen Jerzak
14059,1997 – 2003 (6 years),Andrew Bird,M. Ward,Squirrel Nut Zippers
14060,8 April 1961 (age 61),Nando Reis,Frejat,Kid Abelha
14061,,Magnus Tengdahl,Sara Berg,Firefox AK
14062,2001 – present (21 years),Burn Season,Digital Summer,Allele
14063,2004 – present (18 years),Elysion,Domina Noctis,Xandria
14064,27 October 1963 (age 59),Farin Urlaub Racing Team,Die Ärzte,Bela B.
14065,2004 – present (18 years),Faint Horizon,Winter's Eve,Denia
14066,1987 – present (35 years),The Toasters,Rantanplan,Mad Caddies
14067,2 March 1968 (age 54),Matt Gray,Allister Brimble,Barry Leitch
14068,1998 – present (24 years),Forgive-Me-Not,Elnordia,Babylon Mystery Orchestra
14069,,Show Me the Skyline,Romance on a Rocketship,Goodnight Sunrise
14070,19 November 1989 (age 33),Kid Ink,French Montana,Chris Brown & Tyga
14071,,attack slug,High-C,Benjamin Bear
14072,,Boy Talks Trash,J Bigga,Geoffrey Paris
14073,,Đubrivo,Postolar Tripper,Gužva u 16-ercu
14074,2006 – present (16 years),Dubioza Kolektiv,Bajaga & Instruktori,Đorđe Balašević
14075,26 November 1981 (age 41),Ann Clue,Oliver Huntemann,Sam Paganini
14076,23 June 1970 (age 52),The Married Monk,Claire Pichet,Yann Tiersen & Natacha Regnier
14077,2005 – 2018 (13 years),Vojko V,TBF,GRŠE
14078,1999 – present (23 years),Solee,Oliver Schories,Rodriguez Jr.
14079,2002 – present (20 years),Sergent Garcia,Amparanoia,Manu Chao
14080,,Dominik Eulberg,Stephan Bodzin,Kollektiv Turmstrasse
14081,,Noah Georgeson,Devendra Banhart & Jana Hunter,Rio En Medio
14082,,Natacha Régnier & Yann Tiersen,Yann Tiersen / Les Têtes Raides,Yann Tiersen & Natacha Régnier
14083,2004 – present (18 years),Anna Karwan,Tomasz Korpanty,21 Allstars
